"Sector en vermogensklasse";"Regio's";"Perioden";"Installaties (aantal)";"Opgesteld vermogen van zonnepanelen (kWp)";"Opgesteld vermogen omvormers (kW)";"Productie van zonnestroom (mln kWh)"
"Woningen";"Meerssen";"2021 ";"    2644";"   10948";"";"       ."
"Woningen";"Meerssen";"2022";"    3180";"   13777";"   13115";"       ."
"Woningen";"Meierijstad";"2019";"    6226";"   23893";"";"       ."
"Woningen";"Meierijstad";"2020";"    8625";"   34056";"";"       ."
"Woningen";"Meierijstad";"2021 ";"   10980";"   44659";"";"       ."
"Woningen";"Meierijstad";"2022";"   13383";"   57864";"   54903";"       ."
"Woningen";"Meppel";"2019";"    2521";"    8480";"";"       ."
"Woningen";"Meppel";"2020";"    3314";"   11849";"";"       ."
"Woningen";"Meppel";"2021 ";"    4007";"   14380";"";"       ."
"Woningen";"Meppel";"2022";"    4789";"   18075";"   17309";"       ."
"Woningen";"Middelburg (Z.)";"2019";"    3955";"   10572";"";"       ."
"Woningen";"Middelburg (Z.)";"2020";"    4707";"   13181";"";"       ."
"Woningen";"Middelburg (Z.)";"2021 ";"    5665";"   16456";"";"       ."
"Woningen";"Middelburg (Z.)";"2022";"    8253";"   25696";"   24666";"       ."
"Woningen";"Midden-Delfland";"2019";"    1619";"    4846";"";"       ."
"Woningen";"Midden-Delfland";"2020";"    1962";"    6564";"";"       ."
"Woningen";"Midden-Delfland";"2021 ";"    2246";"    7632";"";"       ."
"Woningen";"Midden-Delfland";"2022";"    3177";"   11471";"   10955";"       ."
"Woningen";"Midden-Drenthe";"2019";"    4176";"   14334";"";"       ."
"Woningen";"Midden-Drenthe";"2020";"    4929";"   17652";"";"       ."
"Woningen";"Midden-Drenthe";"2021 ";"    5761";"   21349";"";"       ."
"Woningen";"Midden-Drenthe";"2022";"    6698";"   26207";"   25262";"       ."
"Woningen";"Midden-Groningen";"2019";"    6482";"   22428";"";"       ."
"Woningen";"Midden-Groningen";"2020";"    7850";"   27826";"";"       ."
"Woningen";"Midden-Groningen";"2021 ";"    9818";"   34724";"";"       ."
"Woningen";"Midden-Groningen";"2022";"   12144";"   44809";"   43247";"       ."
"Woningen";"Mill en Sint Hubert";"2019";"     738";"    3515";"";"       ."
"Woningen";"Mill en Sint Hubert";"2020";"     971";"    4739";"";"       ."
"Woningen";"Mill en Sint Hubert";"2021 ";"    1278";"    6351";"";"       ."
"Woningen";"Mill en Sint Hubert";"2022";"";"";"";""
"Woningen";"Moerdijk";"2019";"    2259";"    8051";"";"       ."
"Woningen";"Moerdijk";"2020";"    3263";"   12094";"";"       ."
"Woningen";"Moerdijk";"2021 ";"    4084";"   15537";"";"       ."
"Woningen";"Moerdijk";"2022";"    5329";"   21252";"   20159";"       ."
"Woningen";"Molenlanden";"2019";"    2225";"    8035";"";"       ."
"Woningen";"Molenlanden";"2020";"    2968";"   11257";"";"       ."
"Woningen";"Molenlanden";"2021 ";"    3972";"   15205";"";"       ."
"Woningen";"Molenlanden";"2022";"    5663";"   22199";"   20696";"       ."
"Woningen";"Montferland";"2019";"    3168";"   12651";"";"       ."
"Woningen";"Montferland";"2020";"    4269";"   17379";"";"       ."
"Woningen";"Montferland";"2021 ";"    5667";"   23250";"";"       ."
"Woningen";"Montferland";"2022";"    7152";"   30388";"   29006";"       ."
"Woningen";"Montfoort";"2019";"     848";"    2862";"";"       ."
"Woningen";"Montfoort";"2020";"    1108";"    4081";"";"       ."
"Woningen";"Montfoort";"2021 ";"    1451";"    5397";"";"       ."
"Woningen";"Montfoort";"2022";"    2094";"    8048";"    7621";"       ."
"Woningen";"Mook en Middelaar";"2019";"     643";"    2590";"";"       ."
"Woningen";"Mook en Middelaar";"2020";"     893";"    3755";"";"       ."
"Woningen";"Mook en Middelaar";"2021 ";"    1131";"    4688";"";"       ."
"Woningen";"Mook en Middelaar";"2022";"    1458";"    6258";"    5924";"       ."
"Woningen";"Neder-Betuwe";"2019";"    1172";"    4294";"";"       ."
"Woningen";"Neder-Betuwe";"2020";"    1595";"    6107";"";"       ."
"Woningen";"Neder-Betuwe";"2021 ";"    2222";"    8971";"";"       ."
"Woningen";"Neder-Betuwe";"2022";"    3353";"   14120";"   13158";"       ."
"Woningen";"Nederweert";"2019";"    1678";"    7310";"";"       ."
"Woningen";"Nederweert";"2020";"    2039";"    9191";"";"       ."
"Woningen";"Nederweert";"2021 ";"    2438";"   11790";"";"       ."
"Woningen";"Nederweert";"2022";"    2954";"   14818";"   14240";"       ."
"Woningen";"Nieuwegein";"2019";"    2480";"    7439";"";"       ."
"Woningen";"Nieuwegein";"2020";"    3749";"   11838";"";"       ."
"Woningen";"Nieuwegein";"2021 ";"    5236";"   16803";"";"       ."
"Woningen";"Nieuwegein";"2022";"    7085";"   23097";"   21723";"       ."
"Woningen";"Nieuwkoop";"2019";"    1563";"    5491";"";"       ."
"Woningen";"Nieuwkoop";"2020";"    2171";"    8326";"";"       ."
"Woningen";"Nieuwkoop";"2021 ";"    2747";"   10960";"";"       ."
"Woningen";"Nieuwkoop";"2022";"    3581";"   14617";"   13938";"       ."
"Woningen";"Nijkerk";"2019";"    3195";"   11201";"";"       ."
"Woningen";"Nijkerk";"2020";"    3868";"   14266";"";"       ."
"Woningen";"Nijkerk";"2021 ";"    4867";"   18353";"";"       ."
"Woningen";"Nijkerk";"2022";"    6336";"   24493";"   23545";"       ."
"Woningen";"Nijmegen";"2019";"    9395";"   27879";"";"       ."
"Woningen";"Nijmegen";"2020";"   12055";"   38216";"";"       ."
"Woningen";"Nijmegen";"2021 ";"   15037";"   47180";"";"       ."
"Woningen";"Nijmegen";"2022";"   19148";"   62252";"   59340";"       ."
"Woningen";"Nissewaard";"2019";"    3899";"   10363";"";"       ."
"Woningen";"Nissewaard";"2020";"    5491";"   15438";"";"       ."
"Woningen";"Nissewaard";"2021 ";"    7714";"   22995";"";"       ."
"Woningen";"Nissewaard";"2022";"   10917";"   35236";"   33030";"       ."
"Woningen";"Noardeast-Fryslân";"2019";"    2860";"   10303";"";"       ."
"Woningen";"Noardeast-Fryslân";"2020";"    4413";"   15938";"";"       ."
"Woningen";"Noardeast-Fryslân";"2021 ";"    6099";"   21382";"";"       ."
"Woningen";"Noardeast-Fryslân";"2022";"    8348";"   30306";"   28485";"       ."
"Woningen";"Noord-Beveland";"2019";"     851";"    2834";"";"       ."
"Woningen";"Noord-Beveland";"2020";"     997";"    3471";"";"       ."
"Woningen";"Noord-Beveland";"2021 ";"    1187";"    4155";"";"       ."
"Woningen";"Noord-Beveland";"2022";"    1926";"    7259";"    6947";"       ."
"Woningen";"Noordenveld";"2019";"    3145";"   11287";"";"       ."
"Woningen";"Noordenveld";"2020";"    3871";"   14292";"";"       ."
"Woningen";"Noordenveld";"2021 ";"    4760";"   18218";"";"       ."
"Woningen";"Noordenveld";"2022";"    6213";"   24744";"   23825";"       ."
"Woningen";"Noordoostpolder";"2019";"    2875";"   12012";"";"       ."
"Woningen";"Noordoostpolder";"2020";"    3940";"   16870";"";"       ."
"Woningen";"Noordoostpolder";"2021 ";"    5164";"   22235";"";"       ."
"Woningen";"Noordoostpolder";"2022";"    7295";"   30925";"   29709";"       ."
"Woningen";"Noordwijk";"2019";"    2042";"    6471";"";"       ."
"Woningen";"Noordwijk";"2020";"    2946";"    9850";"";"       ."
"Woningen";"Noordwijk";"2021 ";"    4049";"   13093";"";"       ."
"Woningen";"Noordwijk";"2022";"    5633";"   18558";"   17898";"       ."
"Woningen";"Nuenen, Gerwen en Nederwetten";"2019";"    1621";"    6228";"";"       ."
"Woningen";"Nuenen, Gerwen en Nederwetten";"2020";"    2340";"    9337";"";"       ."
"Woningen";"Nuenen, Gerwen en Nederwetten";"2021 ";"    3080";"   12820";"";"       ."
"Woningen";"Nuenen, Gerwen en Nederwetten";"2022";"    3798";"   16657";"   15775";"       ."
"Woningen";"Nunspeet";"2019";"    1381";"    5231";"";"       ."
"Woningen";"Nunspeet";"2020";"    1833";"    7249";"";"       ."
"Woningen";"Nunspeet";"2021 ";"    2298";"    9457";"";"       ."
"Woningen";"Nunspeet";"2022";"    3060";"   13015";"   12478";"       ."
"Woningen";"Oegstgeest";"2019";"    1407";"    4047";"";"       ."
"Woningen";"Oegstgeest";"2020";"    1971";"    6195";"";"       ."
"Woningen";"Oegstgeest";"2021 ";"    2461";"    7905";"";"       ."
"Woningen";"Oegstgeest";"2022";"    3166";"   10510";"   10072";"       ."
"Woningen";"Oirschot";"2019";"     988";"    4510";"";"       ."
"Woningen";"Oirschot";"2020";"    1460";"    7224";"";"       ."
"Woningen";"Oirschot";"2021 ";"    1942";"    9714";"";"       ."
"Woningen";"Oirschot";"2022";"    2409";"   12479";"   11758";"       ."
"Woningen";"Oisterwijk";"2019";"    1220";"    4767";"";"       ."
"Woningen";"Oisterwijk";"2020";"    1743";"    7177";"";"       ."
"Woningen";"Oisterwijk";"2021 ";"    2853";"   12263";"";"       ."
"Woningen";"Oisterwijk";"2022";"    3694";"   17046";"   15971";"       ."
"Woningen";"Oldambt";"2019";"    2033";"    8082";"";"       ."
"Woningen";"Oldambt";"2020";"    3744";"   15369";"";"       ."
"Woningen";"Oldambt";"2021 ";"    5503";"   22216";"";"       ."
"Woningen";"Oldambt";"2022";"    7243";"   29461";"   28188";"       ."
"Woningen";"Oldebroek";"2019";"    1554";"    6575";"";"       ."
"Woningen";"Oldebroek";"2020";"    2007";"    8850";"";"       ."
"Woningen";"Oldebroek";"2021 ";"    2518";"   10853";"";"       ."
"Woningen";"Oldebroek";"2022";"    3219";"   14277";"   13672";"       ."
"Woningen";"Oldenzaal";"2019";"    1903";"    6993";"";"       ."
"Woningen";"Oldenzaal";"2020";"    2655";"   10149";"";"       ."
"Woningen";"Oldenzaal";"2021 ";"    3463";"   13498";"";"       ."
"Woningen";"Oldenzaal";"2022";"    4742";"   19206";"   18145";"       ."
"Woningen";"Olst-Wijhe";"2019";"    1896";"    6739";"";"       ."
"Woningen";"Olst-Wijhe";"2020";"    2425";"    8916";"";"       ."
"Woningen";"Olst-Wijhe";"2021 ";"    2889";"   10679";"";"       ."
"Woningen";"Olst-Wijhe";"2022";"    3341";"   12911";"   12243";"       ."
"Woningen";"Ommen";"2019";"    1293";"    5172";"";"       ."
"Woningen";"Ommen";"2020";"    1621";"    6699";"";"       ."
"Woningen";"Ommen";"2021 ";"    2108";"    8635";"";"       ."
"Woningen";"Ommen";"2022";"    2581";"   11391";"   10897";"       ."
"Woningen";"Oost Gelre";"2019";"    2151";"    9196";"";"       ."
"Woningen";"Oost Gelre";"2020";"    2859";"   12554";"";"       ."
"Woningen";"Oost Gelre";"2021 ";"    3478";"   15627";"";"       ."
"Woningen";"Oost Gelre";"2022";"    4465";"   21092";"   20205";"       ."
"Woningen";"Oosterhout";"2019";"    2950";"   10016";"";"       ."
"Woningen";"Oosterhout";"2020";"    3992";"   14103";"";"       ."
"Woningen";"Oosterhout";"2021 ";"    5170";"   19067";"";"       ."
"Woningen";"Oosterhout";"2022";"    6827";"   26671";"   25104";"       ."
"Woningen";"Ooststellingwerf";"2019";"    3292";"   10354";"";"       ."
"Woningen";"Ooststellingwerf";"2020";"    3922";"   12845";"";"       ."
"Woningen";"Ooststellingwerf";"2021 ";"    4568";"   15731";"";"       ."
"Woningen";"Ooststellingwerf";"2022";"    5781";"   20556";"   19878";"       ."
"Woningen";"Oostzaan";"2019";"     515";"    1771";"";"       ."
"Woningen";"Oostzaan";"2020";"     720";"    2487";"";"       ."
"Woningen";"Oostzaan";"2021 ";"     906";"    3164";"";"       ."
"Woningen";"Oostzaan";"2022";"    1122";"    4170";"    3989";"       ."
"Woningen";"Opmeer";"2019";"     984";"    3296";"";"       ."
"Woningen";"Opmeer";"2020";"    1238";"    4515";"";"       ."
"Woningen";"Opmeer";"2021 ";"    1465";"    5301";"";"       ."
"Woningen";"Opmeer";"2022";"    1850";"    6933";"    6670";"       ."
"Woningen";"Opsterland";"2019";"    2305";"    9241";"";"       ."
"Woningen";"Opsterland";"2020";"    2929";"   12149";"";"       ."
"Woningen";"Opsterland";"2021 ";"    3651";"   15511";"";"       ."
"Woningen";"Opsterland";"2022";"    4592";"   20121";"   19347";"       ."
"Woningen";"Oss";"2019";"    5158";"   20155";"";"       ."
"Woningen";"Oss";"2020";"    7402";"   29859";"";"       ."
"Woningen";"Oss";"2021 ";"   10631";"   43231";"";"       ."
"Woningen";"Oss";"2022";"   13630";"   58029";"   54557";"       ."
"Woningen";"Oude IJsselstreek";"2019";"    3292";"   13494";"";"       ."
"Woningen";"Oude IJsselstreek";"2020";"    4078";"   17206";"";"       ."
"Woningen";"Oude IJsselstreek";"2021 ";"    4992";"   21420";"";"       ."
"Woningen";"Oude IJsselstreek";"2022";"    6277";"   28451";"   27300";"       ."
"Woningen";"Ouder-Amstel";"2019";"     609";"    1867";"";"       ."
"Woningen";"Ouder-Amstel";"2020";"     829";"    2670";"";"       ."
"Woningen";"Ouder-Amstel";"2021 ";"    1211";"    3907";"";"       ."
"Woningen";"Ouder-Amstel";"2022";"    1537";"    5223";"    4884";"       ."
"Woningen";"Oudewater";"2019";"     575";"    2067";"";"       ."
"Woningen";"Oudewater";"2020";"     722";"    2845";"";"       ."
"Woningen";"Oudewater";"2021 ";"     992";"    4121";"";"       ."
"Woningen";"Oudewater";"2022";"    1361";"    5778";"    5369";"       ."
"Woningen";"Overbetuwe";"2019";"    3014";"   11610";"";"       ."
"Woningen";"Overbetuwe";"2020";"    4202";"   17255";"";"       ."
"Woningen";"Overbetuwe";"2021 ";"    5417";"   22560";"";"       ."
"Woningen";"Overbetuwe";"2022";"    7097";"   30161";"   28854";"       ."
"Woningen";"Papendrecht";"2019";"    1189";"    3476";"";"       ."
"Woningen";"Papendrecht";"2020";"    1658";"    5264";"";"       ."
"Woningen";"Papendrecht";"2021 ";"    2211";"    7470";"";"       ."
"Woningen";"Papendrecht";"2022";"    3223";"   11505";"   10752";"       ."
"Woningen";"Peel en Maas";"2019";"    4518";"   17900";"";"       ."
"Woningen";"Peel en Maas";"2020";"    5849";"   24275";"";"       ."
"Woningen";"Peel en Maas";"2021 ";"    6938";"   29759";"";"       ."
"Woningen";"Peel en Maas";"2022";"    8401";"   37872";"   35912";"       ."
"Woningen";"Pekela";"2019";"     586";"    2322";"";"       ."
"Woningen";"Pekela";"2020";"     973";"    3972";"";"       ."
"Woningen";"Pekela";"2021 ";"    1267";"    5238";"";"       ."
"Woningen";"Pekela";"2022";"    1880";"    7593";"    7307";"       ."
"Woningen";"Pijnacker-Nootdorp";"2019";"    3237";"   10377";"";"       ."
"Woningen";"Pijnacker-Nootdorp";"2020";"    4469";"   14801";"";"       ."
"Woningen";"Pijnacker-Nootdorp";"2021 ";"    6499";"   21866";"";"       ."
"Woningen";"Pijnacker-Nootdorp";"2022";"    9080";"   30911";"   29082";"       ."
"Woningen";"Purmerend";"2019";"    2893";"    8733";"";"       ."
"Woningen";"Purmerend";"2020";"    3890";"   12168";"";"       ."
"Woningen";"Purmerend";"2021 ";"    5085";"   16123";"";"       ."
"Woningen";"Purmerend";"2022";"    9554";"   30533";"   29113";"       ."
"Woningen";"Putten";"2019";"    1211";"    4773";"";"       ."
"Woningen";"Putten";"2020";"    1684";"    7117";"";"       ."
"Woningen";"Putten";"2021 ";"    2183";"    9423";"";"       ."
"Woningen";"Putten";"2022";"    2890";"   13123";"   12515";"       ."
"Woningen";"Raalte";"2019";"    4079";"   14565";"";"       ."
"Woningen";"Raalte";"2020";"    5174";"   19069";"";"       ."
"Woningen";"Raalte";"2021 ";"    6005";"   22610";"";"       ."
"Woningen";"Raalte";"2022";"    6999";"   27658";"   26068";"       ."
"Woningen";"Reimerswaal";"2019";"    2008";"    5647";"";"       ."
"Woningen";"Reimerswaal";"2020";"    2332";"    7559";"";"       ."
"Woningen";"Reimerswaal";"2021 ";"    2713";"    9207";"";"       ."
"Woningen";"Reimerswaal";"2022";"    4170";"   15634";"   14977";"       ."
"Woningen";"Renkum";"2019";"    1936";"    6789";"";"       ."
"Woningen";"Renkum";"2020";"    2465";"    8990";"";"       ."
"Woningen";"Renkum";"2021 ";"    2910";"   11020";"";"       ."
"Woningen";"Renkum";"2022";"    3676";"   14366";"   13667";"       ."
"Woningen";"Renswoude";"2019";"     260";"     956";"";"       ."
"Woningen";"Renswoude";"2020";"     352";"    1388";"";"       ."
"Woningen";"Renswoude";"2021 ";"     499";"    2078";"";"       ."
"Woningen";"Renswoude";"2022";"     831";"    3480";"    3256";"       ."
"Woningen";"Reusel-De Mierden";"2019";"     749";"    3782";"";"       ."
"Woningen";"Reusel-De Mierden";"2020";"    1048";"    5512";"";"       ."
"Woningen";"Reusel-De Mierden";"2021 ";"    1506";"    7873";"";"       ."
"Woningen";"Reusel-De Mierden";"2022";"    1993";"   10477";"    9832";"       ."
"Woningen";"Rheden";"2019";"    2043";"    7347";"";"       ."
"Woningen";"Rheden";"2020";"    2585";"    9600";"";"       ."
"Woningen";"Rheden";"2021 ";"    3169";"   11941";"";"       ."
"Woningen";"Rheden";"2022";"    4482";"   16774";"   16053";"       ."
"Woningen";"Rhenen";"2019";"    1288";"    4184";"";"       ."
"Woningen";"Rhenen";"2020";"    1679";"    5832";"";"       ."
"Woningen";"Rhenen";"2021 ";"    2114";"    7733";"";"       ."
"Woningen";"Rhenen";"2022";"    3017";"   10849";"   10296";"       ."
"Woningen";"Ridderkerk";"2019";"    2107";"    5707";"";"       ."
"Woningen";"Ridderkerk";"2020";"    2598";"    7926";"";"       ."
"Woningen";"Ridderkerk";"2021 ";"    3433";"   11378";"";"       ."
"Woningen";"Ridderkerk";"2022";"    4927";"   17439";"   16363";"       ."
"Woningen";"Rijssen-Holten";"2019";"    2197";"    7679";"";"       ."
"Woningen";"Rijssen-Holten";"2020";"    2894";"   10537";"";"       ."
"Woningen";"Rijssen-Holten";"2021 ";"    3621";"   13564";"";"       ."
"Woningen";"Rijssen-Holten";"2022";"    4789";"   19682";"   18728";"       ."
"Woningen";"Rijswijk (ZH.)";"2019";"    2502";"    7128";"";"       ."
"Woningen";"Rijswijk (ZH.)";"2020";"    2882";"    8792";"";"       ."
"Woningen";"Rijswijk (ZH.)";"2021 ";"    3714";"   11610";"";"       ."
"Woningen";"Rijswijk (ZH.)";"2022";"    5585";"   17627";"   16729";"       ."
"Woningen";"Roerdalen";"2019";"    2021";"    7953";"";"       ."
"Woningen";"Roerdalen";"2020";"    2639";"   10710";"";"       ."
"Woningen";"Roerdalen";"2021 ";"    3361";"   13939";"";"       ."
"Woningen";"Roerdalen";"2022";"    4158";"   17739";"   16928";"       ."
"Woningen";"Roermond";"2019";"    3836";"   14401";"";"       ."
"Woningen";"Roermond";"2020";"    5089";"   20038";"";"       ."
"Woningen";"Roermond";"2021 ";"    6368";"   25461";"";"       ."
"Woningen";"Roermond";"2022";"    8146";"   33848";"   32403";"       ."
"Woningen";"De Ronde Venen";"2019";"    3393";"   10359";"";"       ."
"Woningen";"De Ronde Venen";"2020";"    4231";"   13809";"";"       ."
"Woningen";"De Ronde Venen";"2021 ";"    5500";"   18211";"";"       ."
"Woningen";"De Ronde Venen";"2022";"    7250";"   24481";"   23242";"       ."
"Woningen";"Roosendaal";"2019";"    3814";"   14742";"";"       ."
"Woningen";"Roosendaal";"2020";"    5063";"   20617";"";"       ."
"Woningen";"Roosendaal";"2021 ";"    6440";"   26491";"";"       ."
"Woningen";"Roosendaal";"2022";"    8352";"   35013";"   33296";"       ."
"Woningen";"Rotterdam";"2019";"    9074";"   25147";"";"       ."
"Woningen";"Rotterdam";"2020";"   11815";"   35304";"";"       ."
"Woningen";"Rotterdam";"2021 ";"   15657";"   48577";"";"       ."
"Woningen";"Rotterdam";"2022";"   24980";"   79312";"   74522";"       ."
"Woningen";"Rozendaal";"2019";"     100";"     445";"";"       ."
"Woningen";"Rozendaal";"2020";"     230";"    1107";"";"       ."
"Woningen";"Rozendaal";"2021 ";"     270";"    1258";"";"       ."
"Woningen";"Rozendaal";"2022";"     317";"    1512";"    1441";"       ."
"Woningen";"Rucphen";"2019";"    1015";"    4261";"";"       ."
"Woningen";"Rucphen";"2020";"    1522";"    6875";"";"       ."
"Woningen";"Rucphen";"2021 ";"    2137";"    9463";"";"       ."
"Woningen";"Rucphen";"2022";"    2831";"   13421";"   12583";"       ."
"Woningen";"Schagen";"2019";"    3213";"   11296";"";"       ."
"Woningen";"Schagen";"2020";"    4425";"   16133";"";"       ."
"Woningen";"Schagen";"2021 ";"    5388";"   20143";"";"       ."
"Woningen";"Schagen";"2022";"    6958";"   26511";"   25566";"       ."
"Woningen";"Scherpenzeel";"2019";"     413";"    1513";"";"       ."
"Woningen";"Scherpenzeel";"2020";"     711";"    2708";"";"       ."
"Woningen";"Scherpenzeel";"2021 ";"     994";"    3835";"";"       ."
"Woningen";"Scherpenzeel";"2022";"    1392";"    5496";"    5209";"       ."
"Woningen";"Schiedam";"2019";"    1334";"    4003";"";"       ."
"Woningen";"Schiedam";"2020";"    2002";"    6814";"";"       ."
"Woningen";"Schiedam";"2021 ";"    2764";"    9619";"";"       ."
"Woningen";"Schiedam";"2022";"    4282";"   15018";"   14227";"       ."
"Woningen";"Schiermonnikoog";"2019";"     105";"     414";"";"       ."
"Woningen";"Schiermonnikoog";"2020";"     111";"     421";"";"       ."
"Woningen";"Schiermonnikoog";"2021 ";"     147";"     484";"";"       ."
"Woningen";"Schiermonnikoog";"2022";"     190";"     659";"     608";"       ."
"Woningen";"Schouwen-Duiveland";"2019";"    3277";"   10102";"";"       ."
"Woningen";"Schouwen-Duiveland";"2020";"    4079";"   13115";"";"       ."
"Woningen";"Schouwen-Duiveland";"2021 ";"    4862";"   16111";"";"       ."
"Woningen";"Schouwen-Duiveland";"2022";"    7645";"   27355";"   26175";"       ."
"Woningen";"Simpelveld";"2019";"     920";"    3492";"";"       ."
"Woningen";"Simpelveld";"2020";"    1065";"    4116";"";"       ."
"Woningen";"Simpelveld";"2021 ";"    1254";"    4959";"";"       ."
"Woningen";"Simpelveld";"2022";"    1517";"    6227";"    5968";"       ."
"Woningen";"Sint Anthonis";"2019";"     769";"    3885";"";"       ."
"Woningen";"Sint Anthonis";"2020";"    1033";"    5545";"";"       ."
"Woningen";"Sint Anthonis";"2021 ";"    1363";"    8071";"";"       ."
"Woningen";"Sint Anthonis";"2022";"";"";"";""
"Woningen";"Sint-Michielsgestel";"2019";"    2103";"    8594";"";"       ."
"Woningen";"Sint-Michielsgestel";"2020";"    3012";"   12953";"";"       ."
"Woningen";"Sint-Michielsgestel";"2021 ";"    3813";"   16828";"";"       ."
"Woningen";"Sint-Michielsgestel";"2022";"    4620";"   21125";"   20016";"       ."
"Woningen";"Sittard-Geleen";"2019";"    6484";"   23786";"";"       ."
"Woningen";"Sittard-Geleen";"2020";"    8121";"   30999";"";"       ."
"Woningen";"Sittard-Geleen";"2021 ";"   10431";"   40000";"";"       ."
"Woningen";"Sittard-Geleen";"2022";"   13331";"   53466";"   50521";"       ."
"Woningen";"Sliedrecht";"2019";"     991";"    2983";"";"       ."
"Woningen";"Sliedrecht";"2020";"    1313";"    4279";"";"       ."
"Woningen";"Sliedrecht";"2021 ";"    1749";"    5635";"";"       ."
"Woningen";"Sliedrecht";"2022";"    2584";"    8482";"    8018";"       ."
"Woningen";"Sluis";"2019";"    2029";"    6642";"";"       ."
"Woningen";"Sluis";"2020";"    2367";"    8087";"";"       ."
"Woningen";"Sluis";"2021 ";"    2851";"    9638";"";"       ."
"Woningen";"Sluis";"2022";"    4721";"   16815";"   15938";"       ."
"Woningen";"Smallingerland";"2019";"    4054";"   14150";"";"       ."
"Woningen";"Smallingerland";"2020";"    5262";"   19609";"";"       ."
"Woningen";"Smallingerland";"2021 ";"    6686";"   25231";"";"       ."
"Woningen";"Smallingerland";"2022";"    8662";"   33757";"   32434";"       ."
"Woningen";"Soest";"2019";"    2416";"    8514";"";"       ."
"Woningen";"Soest";"2020";"    3265";"   11955";"";"       ."
"Woningen";"Soest";"2021 ";"    4274";"   15812";"";"       ."
"Woningen";"Soest";"2022";"    5801";"   22052";"   20727";"       ."
"Woningen";"Someren";"2019";"    1617";"    7512";"";"       ."
"Woningen";"Someren";"2020";"    2133";"   10261";"";"       ."
"Woningen";"Someren";"2021 ";"    2673";"   12961";"";"       ."
"Woningen";"Someren";"2022";"    3406";"   17169";"   16575";"       ."
"Woningen";"Son en Breugel";"2019";"    1324";"    5246";"";"       ."
"Woningen";"Son en Breugel";"2020";"    1829";"    7610";"";"       ."
"Woningen";"Son en Breugel";"2021 ";"    2397";"   10515";"";"       ."
"Woningen";"Son en Breugel";"2022";"    2982";"   13525";"   12865";"       ."
"Woningen";"Stadskanaal";"2019";"    1930";"    8467";"";"       ."
"Woningen";"Stadskanaal";"2020";"    2412";"   10835";"";"       ."
"Woningen";"Stadskanaal";"2021 ";"    3028";"   13245";"";"       ."
"Woningen";"Stadskanaal";"2022";"    4041";"   18245";"   17545";"       ."
"Woningen";"Staphorst";"2019";"    1025";"    3648";"";"       ."
"Woningen";"Staphorst";"2020";"    1247";"    4738";"";"       ."
"Woningen";"Staphorst";"2021 ";"    1563";"    6100";"";"       ."
"Woningen";"Staphorst";"2022";"    2063";"    8780";"    8286";"       ."
"Woningen";"Stede Broec";"2019";"    2006";"    5591";"";"       ."
"Woningen";"Stede Broec";"2020";"    2415";"    7277";"";"       ."
"Woningen";"Stede Broec";"2021 ";"    2907";"    9337";"";"       ."
"Woningen";"Stede Broec";"2022";"    3701";"   12573";"   12076";"       ."
"Woningen";"Steenbergen";"2019";"    1718";"    5713";"";"       ."
"Woningen";"Steenbergen";"2020";"    2235";"    7933";"";"       ."
"Woningen";"Steenbergen";"2021 ";"    2833";"   10692";"";"       ."
"Woningen";"Steenbergen";"2022";"    3633";"   14812";"   14140";"       ."
"Woningen";"Steenwijkerland";"2019";"    2899";"   10283";"";"       ."
"Woningen";"Steenwijkerland";"2020";"    3749";"   14095";"";"       ."
"Woningen";"Steenwijkerland";"2021 ";"    4645";"   18360";"";"       ."
"Woningen";"Steenwijkerland";"2022";"    5926";"   24411";"   23488";"       ."
"Woningen";"Stein (L.)";"2019";"    3025";"   11455";"";"       ."
"Woningen";"Stein (L.)";"2020";"    3616";"   13906";"";"       ."
"Woningen";"Stein (L.)";"2021 ";"    4194";"   16803";"";"       ."
"Woningen";"Stein (L.)";"2022";"    4901";"   20480";"   19699";"       ."
"Woningen";"Stichtse Vecht";"2019";"    3136";"    9488";"";"       ."
"Woningen";"Stichtse Vecht";"2020";"    4143";"   13370";"";"       ."
"Woningen";"Stichtse Vecht";"2021 ";"    5475";"   18460";"";"       ."
"Woningen";"Stichtse Vecht";"2022";"    7510";"   26488";"   24843";"       ."
"Woningen";"Súdwest-Fryslân";"2019";"    6755";"   23639";"";"       ."
"Woningen";"Súdwest-Fryslân";"2020";"    8795";"   31842";"";"       ."
"Woningen";"Súdwest-Fryslân";"2021 ";"   10750";"   39975";"";"       ."
"Woningen";"Súdwest-Fryslân";"2022";"   13568";"   52023";"   50171";"       ."
"Woningen";"Terneuzen";"2019";"    4413";"   13662";"";"       ."
"Woningen";"Terneuzen";"2020";"    5360";"   17470";"";"       ."
"Woningen";"Terneuzen";"2021 ";"    6866";"   23017";"";"       ."
"Woningen";"Terneuzen";"2022";"   10504";"   36266";"   34700";"       ."
"Woningen";"Terschelling";"2019";"     274";"    1201";"";"       ."
"Woningen";"Terschelling";"2020";"     319";"    1500";"";"       ."
"Woningen";"Terschelling";"2021 ";"     370";"    1485";"";"       ."
"Woningen";"Terschelling";"2022";"     429";"    1831";"    1750";"       ."
"Woningen";"Texel";"2019";"    1067";"    3470";"";"       ."
"Woningen";"Texel";"2020";"    1347";"    4978";"";"       ."
"Woningen";"Texel";"2021 ";"    1654";"    5801";"";"       ."
